geolocation_zip_code_prefix,geolocation_city,geolocation_state,geolocation_lng,geolocation_lat,
71961,"brasília","DF",-48.031809610442785,-15.854853629327826,
71705,"brasilia","DF",-47.964104999999996,-15.871463999999996,
58187,"picuí","PB",-36.3429882427969,-6.508976257924088,
37275,"cristais","MG",-45.51949942047175,-20.873432999080283,
95780,"montenegro","RS",-51.452243915723656,-29.684903286269005,
88210,"porto belo","SC",-48.55108905788875,-27.15873586707147,
81560,"curitiba","PR",-49.22418436525475,-25.477517850395333,
69902,"rio branco","AC",-67.81068582001268,-9.947442164031383,
57750,"quebrangulo","AL",-36.46675348654845,-9.316654310585411,
55032,"caruaru","PE",-35.978367372756566,-8.298586519014345,
45570,"ipiaú","BA",-39.733152321780516,-14.129318577318314,
37516,"marmelópolis","MG",-45.16635300250272,-22.449414470239184,
89832,"ipuaçu","SC",-52.45470486626131,-26.63298655158583,
85506,"pato branco","PR",-52.66497862186714,-26.235895507114776,
75814,"cacu","GO",-51.13539197885099,-18.556726926338065,
53140,"olinda","PE",-34.8436554158925,-7.975327745772945,
41200,"salvador","BA",-38.45504249999999,-12.95068672691373,
39569,"curral de dentro","MG",-41.856732056861446,-15.940751240572213,
38370,"cachoeira dourada","MG",-49.50055630598641,-18.517397939448106,
98550,"redentora","RS",-53.646073183502686,-27.659515524419245,
88680,"bom retiro","SC",-49.48775057441647,-27.80189611079426,
77378,"chapada da natividade","TO",-47.75108454189381,-11.617846870420848,
74365,"goiania","GO",-49.317145999999966,-16.718924999999945,
73036,"brasilia","DF",-47.80433249999999,-15.643277999999992,
72725,"brasilia","DF",-48.20282544301701,-15.672842259221351,
69750,"sao gabriel da cachoeira","AM",-66.63027044424578,0.4076414076723093,
60873,"fortaleza","CE",-38.499981150152905,-3.8595651967799696,
58922,"bernardino batista","PB",-38.55477373677475,-6.451579828242798,
54275,"jaboatao dos guararapes","PE",-34.97195784066572,-8.133316780221906,
53403,"paulista","PE",-34.875023950602994,-7.958906873997328,
48010,"alagoinhas","BA",-38.42194953693466,-12.135800729720039,
41717,"lauro de freitas","BA",-38.335573927837714,-12.876501604218362,
39248,"morro da garca","MG",-44.60319439419738,-18.544195577869708,
89170,"laurentino","SC",-49.73277957013533,-27.218011515185175,
83504,"almirante tamandare","PR",-49.267799999999994,-25.326102510675806,
82120,"curitiba","PR",-49.27325409977497,-25.388165567574635,
74170,"goiania","GO",-49.26211099999996,-16.698233999999946,
73850,"cristalina","GO",-47.602392911214125,-16.76384051610335,
65888,"sao domingos do azeitao","MA",-44.64461671440589,-6.81641894403977,
62260,"reriutaba","CE",-40.58524812067952,-4.142085628776259,
60415,"fortaleza","CE",-38.52999446350049,-3.759841749927879,
59355,"equador","RN",-36.71635993012548,-6.945091660056212,
39755,"materlandia","MG",-43.05953820097993,-18.475194270097997,
94901,"cachoeirinha","RS",-51.100477547091074,-29.950756365314483,
91793,"porto alegre","RS",-51.15196478535184,-30.147388921630323,
89300,"mafra","SC",-49.82399097744727,-26.12917974591956,
88598,"celso ramos","SC",-51.33615079244969,-27.63413490553829,
83600,"campo largo","PR",-49.53037085384862,-25.46054078166854,
78613,"ribeiraozinho","MT",-52.77499999999996,-16.469957999999945,
73740,"colinas do sul","GO",-48.07741542384268,-14.152284475354447,
65058,"sao luis","MA",-44.194056962115525,-2.569979043020366,
64202,"parnaiba","PI",-41.761334006229355,-2.9019894807283597,
39706,"nelson de sena","MG",-46.508873582797726,-18.623382786385086,
95065,"caxias do sul","RS",-51.10581067201552,-29.079822035046963,
85615,"marmeleiro","PR",-53.03081268920672,-26.140810546365987,
81452,"curitiba","PR",-49.35378744071543,-25.504275212358714,
69317,"boa vista","RR",-60.753775682162306,2.820568388323912,
69078,"manaus","AM",-59.98528923105776,-3.1045892689422354,
65268,"cururupu","MA",-44.87033027361965,-1.824888773851499,
54777,"camaragibe","PE",-35.006584265868455,-8.016813476895466,
53320,"olinda","PE",-34.853084292948246,-7.996233709677477,
46170,"rio de contas","BA",-41.80810465035873,-13.580261446787834,
45400,"valenca","BA",-39.072446916671424,-13.363458860606746,
44088,"feira de santana","BA",-38.94974286565877,-12.270312922009353,
40487,"salvador","BA",-38.47929204662705,-12.918034844018692,
92340,"canoas","RS",-51.18052888190317,-29.904925506780668,
75845,"palestina de goiás","GO",-51.5303661587261,-16.74627382508306,
70743,"brasilia","DF",-47.88441225,-15.766011,
56505,"arcoverde","PE",-37.045782674915564,-8.420056664880486,
1546,"sao paulo","SP",-46.62377165514457,-23.580807443245394,
2216,"sao paulo","SP",-46.58235096725141,-23.491801446015362,
7011,"guarulhos","SP",-46.53135229961335,-23.466323598389977,
6756,"taboao da serra","SP",-46.77327543856281,-23.607107882713244,
3403,"sao paulo","SP",-46.55241787283968,-23.53981800498988,
3284,"são paulo","SP",-46.53649971288012,-23.587481137111176,
2727,"sao paulo","SP",-46.68565145282469,-23.49766724562872,
2436,"sao paulo","SP",-46.636987635726186,-23.479927669167274,
2320,"sao paulo","SP",-46.59694874999999,-23.448663000000003,
2479,"sao paulo","SP",-46.65252995599869,-23.474488014138256,
6533,"santana de parnaiba","SP",-46.874523880151784,-23.418649156321834,
2672,"sao paulo","SP",-46.66972361671184,-23.45441293089614,
4447,"sao paulo","SP",-46.67813381554541,-23.690463604480296,
4149,"sao paulo","SP",-46.62467465667379,-23.617007308904174,
4119,"sao paulo","SP",-46.63495279239997,-23.597426126839395,
3568,"sao paulo","SP",-46.485544677909836,-23.543368313347578,
3266,"são paulo","SP",-46.53694482001267,-23.598200661117186,
2643,"sao paulo","SP",-46.65037805288812,-23.468098777136547,
5879,"sao paulo","SP",-46.79470626089216,-23.688027460730545,
5851,"sao paulo","SP",-46.757382768249755,-23.66302025367879,
4906,"são paulo","SP",-46.75526493949448,-23.675550108517534,
3945,"sao paulo","SP",-46.489394719256765,-23.597793639188655,
3315,"sao paulo","SP",-46.570007776299825,-23.542507006376642,
4015,"sao paulo","SP",-46.64199966180968,-23.5864819067459,
13901,"amparo","SP",-46.77091899510962,-22.701281953646724,
13870,"são joão da boa vista","SP",-46.793697954962944,-21.977863438457565,
13550,"analandia","SP",-47.67217999999997,-22.116674999999944,
13088,"campinas","SP",-47.0397206108261,-22.85263229935791,
12514,"guaratingueta","SP",-45.19598943628996,-22.799100382548406,
13400,"piracicaba","SP",-47.646156279214004,-22.71992290980432,
13087,"campinas","SP",-47.05661910006342,-22.866776507357592,
12227,"sao jose dos campos","SP",-45.853274933666114,-23.21606068220902,
7024,"guarulhos","SP",-46.52918970956766,-23.477861024643087,
6520,"santana de parnaíba","SP",-46.97427903707506,-23.48087819455145,
3982,"sao paulo","SP",-46.50968211077487,-23.612992798280914,
3386,"sao paulo","SP",-46.526782552455415,-23.58125711878931,
1035,"sao paulo","SP",-46.64256855760085,-23.540983825979165,
5735,"sao paulo","SP",-46.74919405689882,-23.630339608661764,
5623,"sao paulo","SP",-46.72563467638062,-23.596361161809682,
5004,"sao paulo","SP",-46.66665820552254,-23.531648364418032,
3733,"sao paulo","SP",-46.52717215029715,-23.510045881210687,
3577,"sao paulo","SP",-46.504374160972965,-23.553360723007675,
2560,"são paulo","SP",-46.672470615125754,-23.49455245754533,
1026,"sao paulo","SP",-46.6302639919499,-23.53984025062037,
6805,"embu","SP",-46.85358426876934,-23.64033350542435,
5509,"sao paulo","SP",-46.71163742666616,-23.568305325868053,
4966,"são paulo","SP",-46.78512361218053,-23.728050107368126,
4338,"são paulo","SP",-46.645346561890484,-23.67067969386578,
4757,"são paulo","SP",-46.72004001547208,-23.651529535219964,
2352,"sao paulo","SP",-46.59595915598129,-23.455850605603338,
1020,"sao paulo","SP",-46.62960898251487,-23.552533361648077,
6331,"carapicuíba","SP",-46.82516419953868,-23.542660462860155,
3669,"sao paulo","SP",-46.49049853926946,-23.531598932829393,
1229,"sao paulo","SP",-46.65604201387845,-23.53731316763806,
4151,"sao paulo","SP",-46.62680663804059,-23.621684019078504,
3555,"sao paulo","SP",-46.49740468275728,-23.538805229528556,
4702,"sao paulo","SP",-46.68561410090015,-23.62373103191186,
4511,"sao paulo","SP",-46.66479500484876,-23.596862542946173,
3561,"sao paulo","SP",-46.49416337246811,-23.549997069940563,
3338,"sao paulo","SP",-46.55859299999999,-23.560578000000003,
2610,"sao paulo","SP",-46.663569188181626,-23.47737334554791,
1029,"sao paulo","SP",-46.632910934502824,-23.539608953372944,
5518,"sao paulo","SP",-46.728354970858106,-23.586431228143567,
3639,"sao paulo","SP",-46.540433509946645,-23.526979050018976,
3086,"sao paulo","SP",-46.56723611157596,-23.52925705744708,
2354,"são paulo","SP",-46.60285892867446,-23.45543727560734,
1049,"sao paulo","SP",-46.64035090161002,-23.547757368861436,
13890,"aguas da prata","SP",-46.67743479188639,-21.866240716548514,
11717,"praia grande","SP",-46.50467607484128,-24.025307168270057,
11790,"pedro de toledo","SP",-47.227386719986015,-24.275991335660535,
1102,"sao paulo","SP",-46.62942387523806,-23.52261021648681,
11671,"caraguatatuba","SP",-45.44350207687225,-23.675703162060078,
4282,"sao paulo","SP",-46.61094936303305,-23.607069789341566,
2850,"sao paulo","SP",-46.683035722315196,-23.463516908130888,
2227,"sao paulo","SP",-46.56950671510182,-23.482811828755256,
6702,"cotia","SP",-46.93114081520044,-23.567829275811317,
6470,"barueri","SP",-46.84896551543857,-23.49578165776188,
4743,"sao paulo","SP",-46.70452897960067,-23.653326908130882,
3140,"sao paulo","SP",-46.580905639881145,-23.58814998640999,
2726,"são paulo","SP",-46.68877039869582,-23.503755656673793,
2255,"sao paulo","SP",-46.591062762565585,-23.476657704685817,
5609,"sao paulo","SP",-46.70849486306929,-23.581488112890288,
2435,"sao paulo","SP",-46.63714635137628,-23.478549841796994,
7075,"guarulhos","SP",-46.55957609547579,-23.435361,
4410,"sao paulo","SP",-46.647701895089135,-23.681449173466447,
4247,"são paulo","SP",-46.5953332499891,-23.633612589602013,
2759,"sao paulo","SP",-46.68301400291418,-23.482192086040737,
4281,"sao paulo","SP",-46.60952768235323,-23.607510087425712,
3574,"sao paulo","SP",-46.51163313197528,-23.554272048848745,
3337,"sao paulo","SP",-46.56259423896362,-23.554171498470787,
7743,"caieiras","SP",-46.71153275855141,-23.38158541164141,
7260,"guarulhos","SP",-46.41125638856828,-23.449330938657763,
6531,"santana de parnaiba","SP",-46.88401950000001,-23.415439499999998,
5621,"sao paulo","SP",-46.72281225382302,-23.599929069940575,
4505,"sao paulo","SP",-46.67229172523037,-23.590056274355536,
3607,"sao paulo","SP",-46.54485387676727,-23.520914465173945,
3436,"sao paulo","SP",-46.531771040798674,-23.559279171244743,
3367,"sao paulo","SP",-46.53383604302036,-23.56950268942237,
6263,"osasco","SP",-46.80182642621068,-23.49111164902443,
3301,"sao paulo","SP",-46.58282993158863,-23.54330213849616,
6755,"taboao da serra","SP",-46.76552874271451,-23.60185245045876,
3545,"sao paulo","SP",-46.512202493767575,-23.53390095143971,
23906,"angra dos reis","RJ",-44.30405951612503,-22.999717181989727,
22050,"rio de janeiro","RJ",-43.18691070428179,-22.97113776296962,
2415,"sao paulo","SP",-46.631956253678794,-23.466817152374613,
1305,"sao paulo","SP",-46.65138434110452,-23.55168936303304,
7060,"guarulhos","SP",-46.547446610046734,-23.454878479600666,
5630,"sao paulo","SP",-46.73280548899787,-23.611227366748402,
1540,"sao paulo","SP",-46.61930591548847,-23.56581905912052,
1509,"sao paulo","SP",-46.63556788856828,-23.564204035807002,
7023,"guarulhos","SP",-46.54345891840268,-23.47998822814357,
6414,"barueri","SP",-46.86900366603934,-23.490617505282753,
5544,"sao paulo","SP",-46.76698940644304,-23.59363985658718,
2064,"sao paulo","SP",-46.59599701027178,-23.51707022952855,
6544,"santana de parnaíba","SP",-46.85739479085979,-23.46661106074958,
6416,"barueri","SP",-46.891116029478084,-23.48523153615596,
5088,"sao paulo","SP",-46.72170601683338,-23.523419059506892,
3166,"sao paulo","SP",-46.595070167638056,-23.548815586733227,
3032,"sao paulo","SP",-46.62085352316929,-23.530172626146904,
2089,"sao paulo","SP",-46.616673100755904,-23.51709448459233,
1301,"sao paulo","SP",-46.65918700069247,-23.552973513185968,
7787,"cajamar","SP",-46.824556383650226,-23.353374663436437,
6501,"santana de parnaiba","SP",-46.911455219401006,-23.440317034970278,
5634,"sao paulo","SP",-46.73536441534424,-23.608349214265107,
5140,"são paulo","SP",-46.7290649023025,-23.490263472387305,
4297,"sao paulo","SP",-46.601429657510515,-23.62679396502972,
3182,"sao paulo","SP",-46.59462927878133,-23.55762248179371,
13060,"campinas","SP",-47.10590878181114,-22.926330335577006,
11495,"guaruja","SP",-46.25750145820926,-23.962858224166947,
5165,"sao paulo","SP",-46.7529165,-23.482629000000003,
3085,"sao paulo","SP",-46.56784381167415,-23.533617876767284,
2071,"sao paulo","SP",-46.61025995697963,-23.50202928059899,
1315,"sao paulo","SP",-46.63999405023373,-23.555460206763293,
6341,"carapicuiba","SP",-46.81849181159175,-23.577368864706433,
4225,"sao paulo","SP",-46.589931974464776,-23.602887911189303,
2374,"são paulo","SP",-46.62052359201333,-23.457161242022035,
11750,"peruibe","SP",-47.02175846781636,-24.32739324299707,
9625,"sao bernardo do campo","SP",-46.56651164752719,-23.661863056350562,
2921,"sao paulo","SP",-46.72416933166946,-23.488260370246408,
13486,"limeira","SP",-47.378026665560604,-22.563971769634723,
11920,"iguape","SP",-47.5598185890937,-24.70374338898599,
5182,"sao paulo","SP",-46.74609732759198,-23.453335723706726,
4057,"sao paulo","SP",-46.64731811780836,-23.607917696635738,
2463,"sao paulo","SP",-46.64579408381903,-23.48715407216227,
2511,"sao paulo","SP",-46.65215075575626,-23.50983324424373,
12421,"pindamonhangaba","SP",-45.48142228553566,-22.952471891837746,
6408,"barueri","SP",-46.88374833462494,-23.49468012183069,
5816,"sao paulo","SP",-46.73906917488309,-23.66821283051528,
3550,"sao paulo","SP",-46.50599515084539,-23.53056214071786,
2701,"sao paulo","SP",-46.67355659617458,-23.513340825110337,
14176,"sertaozinho","SP",-48.01274306841072,-21.149205083897595,
12900,"bragança paulista","SP",-46.54090253163821,-22.962098069681552,
13020,"campinas","SP",-47.066836626002676,-22.89907341104507,
3463,"sao paulo","SP",-46.53203768556556,-23.572842144854032,
3154,"sao paulo","SP",-46.56384809908247,-23.58260234000799,
2142,"sao paulo","SP",-46.57771221593854,-23.511587490420705,
3507,"sao paulo","SP",-46.53682910866177,-23.537752973628056,
7840,"franco da rocha","SP",-46.73445411667772,-23.314948206223363,
6415,"barueri","SP",-46.89279155740882,-23.489067845539314,
4162,"são paulo","SP",-46.608773657510504,-23.623437300305838,
3087,"sao paulo","SP",-46.5655712364821,-23.529946263950567,
2229,"sao paulo","SP",-46.570994942408674,-23.473471725229388,
13147,"paulínia","SP",-47.14026536262738,-22.733134362183417,
7904,"francisco morato","SP",-46.735166133564725,-23.29963516363906,
7176,"guarulhos","SP",-46.39478475437127,-23.40941897668648,
2278,"sao paulo","SP",-46.57407694976626,-23.45900432500435,
13212,"jundiai","SP",-46.99534704302036,-23.146061321686123,
12287,"cacapava","SP",-45.71426713315662,-23.105984377758006,
8740,"mogi das cruzes","SP",-46.21045360130418,-23.545167401610016,
7867,"franco da rocha","SP",-46.776296685324134,-23.314285109461217,
5345,"são paulo","SP",-46.74335303800004,-23.552592915344245,
2518,"sao paulo","SP",-46.669121177765625,-23.507788725229375,
13608,"araras","SP",-47.32474977930578,-22.35605528854832,
3358,"sao paulo","SP",-46.551640500000005,-23.56398,
2814,"sao paulo","SP",-46.708003126695175,-23.45969244240868,
2879,"sao paulo","SP",-46.69780926395057,-23.449696082434052,
2734,"são paulo","SP",-46.696461406665485,-23.492762217296537,
14415,"patrocinio paulista","SP",-47.283349556017036,-20.63280220697003,
13049,"campinas","SP",-47.076152791033145,-22.97443206713847,
6080,"osasco","SP",-46.7824078971666,-23.544172834843433,
3067,"sao paulo","SP",-46.573621984996365,-23.536493664723878,
9892,"sao bernardo do campo","SP",-46.57172470465716,-23.681589576375462,
8485,"sao paulo","SP",-46.41393933420238,-23.584272618426873,
5611,"sao paulo","SP",-46.70998023411617,-23.58716947960066,
14860,"barrinha","SP",-48.16294305275108,-21.19463659810383,
24745,"sao goncalo","RJ",-43.00730999999999,-22.85006679115831,
18605,"botucatu","SP",-48.45155352276525,-22.927340535114514,
17790,"pracinha","SP",-51.08857372335422,-21.853713164700558,
14065,"ribeirao preto","SP",-47.835943889260754,-21.135007561197998,
18603,"botucatu","SP",-48.44970370858094,-22.88120165306711,
13643,"pirassununga","SP",-47.35649072799998,-21.93360649999994,
12945,"atibaia","SP",-46.51630478143573,-23.115411072998985,
8630,"suzano","SP",-46.326710267084394,-23.652862066658926,
7916,"francisco morato","SP",-46.75734823388761,-23.277640034947034,
18619,"botucatu","SP",-48.39997769816495,-22.781099797391647,
17519,"marilia","SP",-49.93706967707312,-22.223743648623717,
12211,"sao jose dos campos","SP",-45.8922264441662,-23.164820180800604,
9230,"santo andre","SP",-46.525260708279575,-23.617193186261957,
8571,"itaquaquecetuba","SP",-46.34404254570396,-23.48668472166095,
24140,"niteroi","RJ",-43.06468123841534,-22.886919870102176,
15130,"mirassol","SP",-49.52923862353601,-20.809631097280953,
9627,"sao bernardo do campo","SP",-46.56431341632519,-23.660851316406003,
8670,"suzano","SP",-46.33072713443126,-23.538936327105205,
13417,"piracicaba","SP",-47.63667783943105,-22.735387090743934,
13480,"limeira","SP",-47.3950616841448,-22.583039048603887,
9838,"sao bernardo do campo","SP",-46.56423455654165,-23.843276192986213,
12995,"pinhalzinho","SP",-46.587740024423546,-22.78051856015208,
8730,"mogi das cruzes","SP",-46.20331757614493,-23.525847537153407,
24752,"sao goncalo","RJ",-42.98161799303687,-22.88320898938219,
21832,"rio de janeiro","RJ",-43.49239017257932,-22.89614997349141,
13902,"amparo","SP",-46.75701176686476,-22.705848869553915,
13418,"piracicaba","SP",-47.630637030267074,-22.729610555109815,
13096,"campinas","SP",-47.03016792270183,-22.922926805989984,
12902,"braganca paulista","SP",-46.545691222863454,-22.960181755208,
11346,"sao vicente","SP",-46.482554174754185,-23.985482489564184,
19280,"teodoro sampaio","SP",-52.171601416922755,-22.527587790657766,
15430,"altair","SP",-49.05781714057183,-20.528008975085072,
15230,"adolfo","SP",-49.64235077898951,-21.233089520908592,
12246,"sao jose dos campos","SP",-45.90715251734092,-23.215917803220037,
9080,"santo andre","SP",-46.54487597417631,-23.634189817646757,
24440,"sao goncalo","RJ",-43.05668602802961,-22.827407329259366,
14795,"colombia","SP",-48.689178696972924,-20.168747594049584,
9772,"sao bernardo do campo","SP",-46.528580568999985,-23.70812689299993,
18950,"ipaussu","SP",-49.624592219660045,-23.052530649739733,
15030,"são josé do rio preto","SP",-49.38574733660635,-20.795591163393635,
14010,"ribeirao preto","SP",-47.8107919546137,-21.175894812106833,
11623,"maresias","SP",-45.72089965788516,-23.764332657781175,
20530,"rio de janeiro","RJ",-43.246983001529195,-22.9365028709389,
17480,"cabrália paulista","SP",-49.33550114027198,-22.454704840737534,
11719,"praia grande","SP",-46.462455366639716,-24.012778526227706,
15570,"cardoso","SP",-49.91193831505031,-20.071896162819627,
12249,"sao francisco xavier","SP",-45.95579074558801,-22.910107440861342,
18900,"santa cruz do rio pardo","SP",-49.62713478178389,-22.895987303624878,
14620,"orlandia","SP",-47.872231853766515,-20.713680104792935,
14033,"ribeirao preto","SP",-47.72049789298625,-21.188923963401674,
12442,"pindamonhangaba","SP",-45.39518472519286,-22.944489043234285,
17506,"marilia","SP",-49.95837798418564,-22.199780465233328,
13840,"mogi-guacu","SP",-46.93495029740794,-22.362943231524863,
13735,"mococa","SP",-47.00023986700625,-21.475468920367117,
13343,"indaiatuba","SP",-47.202204656673786,-23.095837005828372,
64960,"curimata","PI",-44.310721002233755,-10.042586167709086,
58823,"aparecida","PB",-38.08248814290401,-6.785162990509604,
58050,"joao pessoa","PB",-34.837843248542896,-7.128694529286138,
65056,"sao luis","MA",-44.21600941840268,-2.564280754371282,
55016,"caruaru","PE",-35.96500774799465,-8.26643817346644,
53620,"igarassu","PE",-34.9011902770563,-7.838836932064869,
45020,"vitória da conquista","BA",-40.835865582182244,-14.85572671357182,
59685,"triunfo potiguar","RN",-37.18792639106786,-5.8643003552483295,
14051,"ribeirão preto","SP",-47.83514559914115,-21.16322292879269,
9844,"são bernardo do campo","SP",-46.58429720927344,-23.770320769346274,
19042,"presidente prudente","SP",-51.36909057015996,-22.13277981964018,
18250,"guarei","SP",-48.18624822255123,-23.360588020895634,
8311,"sao paulo","SP",-46.45732250826749,-23.632282323308065,
11348,"sao vicente","SP",-46.45691065680074,-23.955418949054486,
9671,"são bernardo do campo","SP",-46.60431679404477,-23.663174290322523,
8382,"sao paulo","SP",-46.420831376958176,-23.615872485346006,
24230,"niteroi","RJ",-43.1100490963125,-22.907589191788308,
18860,"timburi","SP",-49.6022041071263,-23.20378453167445,
21755,"rio de janeiro","RJ",-43.420822380123894,-22.887019824486853,
8588,"itaquaquecetuba","SP",-46.32074882074247,-23.435815576300406,
12401,"pindamonhangaba","SP",-45.46544939177435,-22.922348811119413,
12241,"sao jose dos campos","SP",-45.925215605747574,-23.227614209821702,
8663,"suzano","SP",-46.331959686750814,-23.563351938518547,
21020,"rio de janeiro","RJ",-43.2821068529055,-22.82770533833454,
17607,"tupa","SP",-50.520098356525736,-21.921942948198726,
13842,"mogi-guacu","SP",-46.927220478882504,-22.385010472093217,
13176,"sumare","SP",-47.274131211104006,-22.901114435230465,
23913,"angra dos reis","RJ",-44.2422178907717,-22.98974944369132,
20056,"rio de janeiro","RJ",-43.250752195106536,-22.913779714957602,
15075,"são josé do rio preto","SP",-49.351387479225686,-20.826492562451723,
8763,"mogi das cruzes","SP",-46.231880992786635,-23.586479999999995,
13737,"mococa","SP",-47.01307391570848,-21.496089201236593,
9445,"ribeirao pires","SP",-46.365342237472966,-23.70636138294735,
23935,"angra dos reis","RJ",-44.29313060944666,-22.959949132675018,
13300,"itu","SP",-47.29252282748583,-23.268211230625067,
9781,"sao bernardo do campo","SP",-46.5314421741418,-23.727362208469962,
12910,"braganca paulista","SP",-46.52907224902849,-22.95148999870467,
9750,"sao bernardo do campo","SP",-46.55613149999999,-23.68436851485942,
21550,"rio de janeiro","RJ",-43.35171679404477,-22.865277877315542,
12506,"guaratinguetá","SP",-45.20964690756092,-22.803813500281233,
11617,"sao sebastiao","SP",-45.54665945422907,-23.79927776985284,
16018,"aracatuba","SP",-50.43463651082005,-21.22808560283338,
37012,"varginha","MG",-45.44931749720155,-21.56786616888364,
35162,"ipatinga","MG",-42.56904148459231,-19.457321019418384,
33939,"ribeirao das neves","MG",-44.03494369016341,-19.828175388385954,
29280,"iconha","ES",-40.810861768907806,-20.79759127731009,
29121,"vila velha","ES",-40.31776787976798,-20.335266611672782,
24921,"marica","RJ",-42.800716981833816,-22.959742498362655,
33914,"ribeirao das neves","MG",-44.16261758829257,-19.759085143014143,
32920,"sao joaquim de bicas","MG",-44.266221763190295,-20.091739962425198,
26216,"nova iguacu","RJ",-43.44290515606379,-22.7573179989174,
35047,"governador valadares","MG",-41.993492290865774,-18.839506764784183,
34003,"nova lima","MG",-43.8612298211107,-19.9826301845097,
29211,"guarapari","ES",-40.50120940131344,-20.662663727245373,
28400,"sao fidelis","RJ",-41.74008579460738,-21.653368078899707,
27256,"volta redonda","RJ",-44.09188922952854,-22.526720873997327,
25914,"mage","RJ",-43.05776353607884,-22.573282523214008,
25550,"sao joao de meriti","RJ",-43.38452716898409,-22.78086380304362,
36680,"sao joao nepomuceno","MG",-43.01333903171894,-21.524780949913325,
35052,"governador valadares","MG",-41.982517261002684,-18.857189517405843,
29295,"vargem alta","ES",-40.993473499999965,-20.663786999999946,
25586,"são joão de meriti","RJ",-43.340698238869884,-22.799040620742296,
28525,"boa sorte","RJ",-42.26862716198938,-21.84685463891488,
25963,"teresopolis","RJ",-42.97603787277786,-22.421769388435173,
27165,"barra do piraí","RJ",-44.04865801234926,-22.480628898695826,
27510,"resende","RJ",-44.46266175284206,-22.463461373016372,
26035,"nova iguacu","RJ",-43.46059830723631,-22.734341768820855,
30518,"belo horizonte","MG",-44.007749905909186,-19.95085307576895,
30108,"belo horizonte","MG",-49.45067631754277,-18.991910364209996,
35662,"para de minas","MG",-44.741751875096774,-19.881908528921816,
32230,"contagem","MG",-44.04033907851417,-19.972634379059297,
29302,"cachoeiro de itapemirim","ES",-41.14775536275669,-20.84970587648103,
4108,"sao paulo","SP",-46.627890684978965,-23.57781691840267,
3476,"sao paulo","SP",-46.51150238051817,-23.569820968636396,
3390,"são paulo","SP",-46.524760507213365,-23.590818366639734,
32641,"betim","MG",-44.22772193017885,-20.028847414586554,
23823,"itaguai","RJ",-43.78828049999999,-22.876231499999996,
17405,"jafa","SP",-49.68184451167162,-22.21095534491605,
36666,"alem paraiba","MG",-42.61943279184712,-21.84151847580495,
33822,"ribeirao das neves","MG",-44.086251499999975,-19.830350999999943,
23061,"rio de janeiro","RJ",-43.62091077407814,-22.909084323619368,
21721,"rio de janeiro","RJ",-43.44227803089653,-22.870534514436784,
15765,"santana da ponte pensa","SP",-50.80189922853535,-20.248745439713275,
35429,"claudio manuel","MG",-43.199449648623705,-20.213366752149586,
29930,"são mateus","ES",-39.85195536163696,-18.716189852836546,
17170,"jacuba","SP",-46.71218969149282,-23.704334452908693,
13640,"pirassununga","SP",-47.36841453061553,-21.9442852761723,
29115,"vila velha","ES",-40.32764791960295,-20.340053843807535,
15835,"roberto","SP",-48.97940816731462,-21.254701125019395,
9850,"sao bernardo do campo","SP",-46.571352526516165,-23.73117000360668,
7921,"francisco morato","SP",-46.76077311006302,-23.27257382858982,
35170,"coronel fabriciano","MG",-42.62984070202362,-19.5224369367356,
16021,"aracatuba","SP",-50.45426710844895,-21.226436124305316,
14470,"pedregulho","SP",-47.48085262105762,-20.253133369135135,
13610,"leme","SP",-47.38637988858668,-22.18984852619259,
8537,"ferraz de vasconcelos","SP",-46.3911369243328,-23.534480061238302,
8051,"sao paulo","SP",-46.46971784607048,-23.50953033262082,
36460,"rio espera","MG",-43.469074615705836,-20.858032571539912,
35503,"divinopolis","MG",-44.939722499999995,-20.168738999999995,
30186,"belo horizonte","MG",-43.883818025390994,-19.90805786539898,
27220,"volta redonda","RJ",-44.06105362101101,-22.48299241993188,
23940,"angra dos reis","RJ",-44.3664212169165,-22.923848696870905,
15730,"marinópolis","SP",-50.82581697755263,-20.43867167066029,
13976,"itapira","SP",-46.829123817917555,-22.415011475081183,
12213,"sao jose dos campos","SP",-45.91772176977894,-23.15367275575627,
11431,"guaruja","SP",-46.268587843373346,-23.996850303267045,
8466,"sao paulo","SP",-46.371307086366855,-23.501793624258106,
35300,"caratinga","MG",-42.141542079243195,-19.78855851444913,
26021,"nova iguacu","RJ",-43.44200415890344,-22.724089266711886,
25755,"petropolis","RJ",-43.184587137650496,-22.311284583601505,
22773,"rio de janeiro","RJ",-43.36439186802472,-22.949056078827372,
12705,"cruzeiro","SP",-44.96560349661035,-22.569312926613716,
8595,"itaquaquecetuba","SP",-46.30316243830863,-23.4678412635164,
36777,"sereno","MG",-45.51799999999997,-22.540299999999945,
35880,"santo antonio do rio abaixo","MG",-43.25582877935726,-19.224722177201354,
18104,"sorocaba","SP",-47.38852437523808,-23.41150582376359,
13098,"campinas","SP",-47.03016271674607,-22.828294177754255,
9761,"sao bernardo do campo","SP",-46.52933669193252,-23.706224141266116,
29050,"vitoria","ES",-40.30360029006271,-20.315141392174947,
24348,"niterói","RJ",-43.032131811767975,-22.97236703541515,
13570,"sao carlos","SP",-47.88206916180968,-22.026827503750912,
8692,"suzano","SP",-46.321961678071744,-23.49425596052772,
33933,"ribeirao das neves","MG",-44.00822037316061,-19.792430696635734,
